OBJECTID,Sample_Date,Lat_deg_,Long_deg_,Pieces_KM2,Normalized
861,2011-10-11,28.54,-140.09,0,0
862,2012-01-01,28.54,-140.09,0,0
863,2003-10-25,29.37,-139.91,0,0
864,2004-01-20,29.37,-139.91,0,0
865,2004-08-16,29.37,-139.91,0,0
866,2005-01-06,29.37,-139.91,0,0
867,2005-05-19,29.37,-139.91,0,0
868,2005-11-13,29.37,-139.91,0,0
869,2006-05-13,29.37,-139.91,0,0
870,2006-12-19,29.37,-139.91,0,0
871,2007-07-25,29.37,-139.91,0,0
872,2008-03-16,29.37,-139.91,0,0
873,2008-07-08,29.37,-139.91,0,0
874,2008-12-17,29.37,-139.91,0,0
875,2009-05-14,29.37,-139.91,0,0
876,2009-10-20,29.37,-139.91,0,0
877,2010-10-06,29.37,-139.91,0,0
878,2011-02-11,29.37,-139.91,0,0
879,2011-05-13,29.37,-139.91,0,0
880,2011-10-10,29.37,-139.91,0,0
881,2011-12-16,29.37,-139.91,0,0
882,2003-10-25,29.98,-140,0,0
883,2004-08-16,29.98,-140,0,0
884,2004-12-31,29.98,-140,0,0
885,2005-05-19,29.98,-140,0,0
886,2005-11-12,29.98,-140,0,0
887,2006-05-12,29.98,-140,0,0
888,2006-12-19,29.98,-140,0,0
889,2007-07-24,29.98,-140,0,0
890,2008-03-15,29.98,-140,0,0
891,2008-07-08,29.98,-140,0,0
892,2008-12-16,29.98,-140,0,0
893,2009-05-14,29.98,-140,0,0
894,2009-10-19,29.98,-140,0,0
895,2010-10-06,29.98,-140,0,0
896,2011-02-11,29.98,-140,0,0
897,2011-05-12,29.98,-140,0,0
898,2011-10-09,29.98,-140,0,0
899,2011-12-16,29.98,-140,0,0
900,2012-05-15,29.98,-140,0,0
901,2003-10-24,31.54,-143.82,0,0
902,2004-01-02,31.54,-143.82,0,0
903,2004-08-04,31.54,-143.82,0,0
904,2004-12-26,31.54,-143.82,0,0
905,2005-05-17,31.54,-143.82,0,0
906,2005-11-11,31.54,-143.82,0,0
907,2006-05-11,31.54,-143.82,0,0
908,2006-12-17,31.54,-143.82,0,0
909,2007-07-22,31.54,-143.82,0,0
910,2008-03-10,31.54,-143.82,0,0
911,2008-07-06,31.54,-143.82,0,0
912,2008-12-15,31.54,-143.82,0,0
913,2009-05-13,31.54,-143.82,0,0
914,2009-10-19,31.54,-143.82,0,0
915,2010-10-05,31.54,-143.82,0,0
916,2011-02-09,31.54,-143.82,0,0
917,2011-05-11,31.54,-143.82,0,0
918,2011-10-08,31.54,-143.82,0,0
919,2011-12-15,31.54,-143.82,0,0
920,2003-10-24,31.72,-144.77,0,0
921,2004-01-01,31.72,-144.77,0,0
922,2004-08-03,31.72,-144.77,0,0
923,2004-12-25,31.72,-144.77,0,0
924,2005-05-17,31.72,-144.77,0,0
925,2005-11-10,31.72,-144.77,0,0
926,2006-05-11,31.72,-144.77,0,0
927,2006-12-15,31.72,-144.77,0,0
928,2007-07-20,31.72,-144.77,0,0
929,2008-03-09,31.72,-144.77,0,0
930,2008-07-06,31.72,-144.77,0,0
931,2008-12-15,31.72,-144.77,0,0
932,2009-05-11,31.72,-144.77,0,0
933,2009-10-18,31.72,-144.77,0,0
934,2010-10-04,31.72,-144.77,0,0
935,2011-02-06,31.72,-144.77,0,0
936,2011-05-11,31.72,-144.77,0,0
937,2011-10-08,31.72,-144.77,0,0
938,2011-12-14,31.72,-144.77,0,0
939,2003-08-19,32.35,-155.1,0,0
940,2003-12-21,32.35,-155.1,0,0
941,2004-05-26,32.35,-155.1,0,0
942,2004-12-18,32.35,-155.1,0,0
943,2005-04-18,32.35,-155.1,0,0
944,2005-10-30,32.35,-155.1,0,0
945,2006-04-13,32.35,-155.1,0,0
946,2006-12-03,32.35,-155.1,0,0
947,2007-07-14,32.35,-155.1,0,0
948,2008-03-03,32.35,-155.1,0,0
949,2008-06-30,32.35,-155.1,0,0
950,2008-12-09,32.35,-155.1,0,0
951,2009-04-17,32.35,-155.1,0,0
952,2009-08-20,32.35,-155.1,0,0
953,2010-07-24,32.35,-155.1,0,0
954,2010-12-19,32.35,-155.1,0,0
955,2011-04-24,32.35,-155.1,0,0
956,2011-08-17,32.35,-155.1,0,0
957,2011-12-08,32.35,-155.1,0,0
958,2003-10-23,32.37,-146.51,0,0
959,2003-12-31,32.37,-146.51,0,0
960,2004-08-02,32.37,-146.51,0,0
961,2004-12-25,32.37,-146.51,0,0
962,2005-05-17,32.37,-146.51,0,0
963,2005-11-10,32.37,-146.51,0,0
964,2006-05-10,32.37,-146.51,0,0
965,2006-12-13,32.37,-146.51,0,0
966,2007-07-20,32.37,-146.51,0,0
967,2008-03-09,32.37,-146.51,0,0
968,2008-07-05,32.37,-146.51,0,0
969,2008-12-14,32.37,-146.51,0,0
970,2009-05-10,32.37,-146.51,0,0
971,2009-10-17,32.37,-146.51,0,0
972,2010-10-04,32.37,-146.51,0,0
973,2011-02-06,32.37,-146.51,0,0
974,2011-05-10,32.37,-146.51,0,0
975,2011-10-08,32.37,-146.51,0,0
976,2011-12-14,32.37,-146.51,0,0
977,2003-10-21,32.76,-150.21,0,0
978,2003-12-23,32.76,-150.21,0,0
979,2004-07-17,32.76,-150.21,0,0
980,2004-12-22,32.76,-150.21,0,0
981,2005-05-12,32.76,-150.21,0,0
982,2005-11-06,32.76,-150.21,0,0
983,2006-04-17,32.76,-150.21,0,0
984,2006-12-09,32.76,-150.21,0,0
985,2007-07-16,32.76,-150.21,0,0
986,2008-03-05,32.76,-150.21,0,0
987,2008-07-03,32.76,-150.21,0,0
988,2008-12-12,32.76,-150.21,0,0
989,2009-04-26,32.76,-150.21,0,0
990,2009-09-01,32.76,-150.21,0,0
991,2010-08-06,32.76,-150.21,0,0
992,2010-12-21,32.76,-150.21,0,0
993,2011-04-26,32.76,-150.21,0,0
994,2011-10-05,32.76,-150.21,0,0
995,2011-12-11,32.76,-150.21,0,0
996,2003-10-22,33.06,-148.13,0,0
997,2004-07-20,33.06,-148.13,0,0
998,2004-12-23,33.06,-148.13,0,0
999,2005-05-13,33.06,-148.13,0,0
1000,2005-11-08,33.06,-148.13,0,0
1001,2006-04-27,33.06,-148.13,0,0
1002,2006-12-11,33.06,-148.13,0,0
1003,2007-07-17,33.06,-148.13,0,0
1004,2008-03-07,33.06,-148.13,0,0
1005,2008-07-04,33.06,-148.13,0,0
1006,2008-12-13,33.06,-148.13,0,0
1007,2009-04-27,33.06,-148.13,0,0
1008,2009-10-16,33.06,-148.13,0,0
1009,2010-08-17,33.06,-148.13,0,0
1010,2011-01-04,33.06,-148.13,0,0
1011,2011-05-09,33.06,-148.13,0,0
1012,2011-10-06,33.06,-148.13,0,0
1013,2011-12-12,33.06,-148.13,0,0
1014,2012-04-27,33.06,-148.13,0,0
1015,2003-10-23,33.08,-147.02,0,0
1016,2003-12-26,33.08,-147.02,0,0
1017,2004-07-24,33.08,-147.02,0,0
1018,2004-12-24,33.08,-147.02,0,0
1019,2005-05-16,33.08,-147.02,0,0
1020,2005-11-09,33.08,-147.02,0,0
1021,2006-05-10,33.08,-147.02,0,0
1022,2006-12-13,33.08,-147.02,0,0
1023,2007-07-19,33.08,-147.02,0,0
1024,2008-03-09,33.08,-147.02,0,0
1025,2008-07-05,33.08,-147.02,0,0
1026,2008-12-14,33.08,-147.02,0,0
1027,2009-04-28,33.08,-147.02,0,0
1028,2009-10-17,33.08,-147.02,0,0
1029,2010-08-18,33.08,-147.02,0,0
1030,2011-02-06,33.08,-147.02,0,0
1031,2011-05-10,33.08,-147.02,0,0
1032,2011-10-07,33.08,-147.02,0,0
1033,2011-12-13,33.08,-147.02,0,0
1034,2003-12-20,33.1,-156.49,0,0
1035,2004-05-24,33.1,-156.49,0,0
1036,2004-12-16,33.1,-156.49,0,0
1037,2005-04-16,33.1,-156.49,0,0
1038,2005-10-28,33.1,-156.49,0,0
1039,2006-04-05,33.1,-156.49,0,0
1040,2006-12-02,33.1,-156.49,0,0
1041,2007-07-11,33.1,-156.49,0,0
1042,2008-02-29,33.1,-156.49,0,0
1043,2008-06-29,33.1,-156.49,0,0
1044,2008-12-08,33.1,-156.49,0,0
1045,2009-04-15,33.1,-156.49,0,0
1046,2009-08-18,33.1,-156.49,0,0
1047,2010-07-17,33.1,-156.49,0,0
1048,2010-12-13,33.1,-156.49,0,0
1049,2011-04-23,33.1,-156.49,0,0
1050,2011-08-08,33.1,-156.49,0,0
1051,2011-12-07,33.1,-156.49,0,0
1052,2012-04-22,33.1,-156.49,0,0
1053,2003-12-19,33.26,-156.98,0,0
1054,2004-05-24,33.26,-156.98,0,0
1055,2004-12-16,33.26,-156.98,0,0
1056,2005-04-15,33.26,-156.98,0,0
1057,2005-10-28,33.26,-156.98,0,0
1058,2006-04-05,33.26,-156.98,0,0
1059,2006-12-01,33.26,-156.98,0,0
1060,2007-07-11,33.26,-156.98,0,0
1061,2008-02-24,33.26,-156.98,0,0
1062,2008-06-28,33.26,-156.98,0,0
1063,2008-12-07,33.26,-156.98,0,0
1064,2009-04-15,33.26,-156.98,0,0
1065,2009-08-08,33.26,-156.98,0,0
1066,2010-07-17,33.26,-156.98,0,0
1067,2010-12-12,33.26,-156.98,0,0
1068,2011-04-22,33.26,-156.98,0,0
1069,2011-08-07,33.26,-156.98,0,0
1070,2011-12-06,33.26,-156.98,0,0
1071,2012-04-21,33.26,-156.98,0,0
1072,2003-10-20,33.35,-150.87,0,0
1073,2003-12-23,33.35,-150.87,0,0
1074,2004-07-17,33.35,-150.87,0,0
1075,2004-12-21,33.35,-150.87,0,0
1076,2005-05-12,33.35,-150.87,0,0
1077,2005-11-06,33.35,-150.87,0,0
1078,2006-04-16,33.35,-150.87,0,0
1079,2006-12-07,33.35,-150.87,0,0
1080,2007-07-16,33.35,-150.87,0,0
1081,2008-03-05,33.35,-150.87,0,0
1082,2008-07-02,33.35,-150.87,0,0
1083,2008-12-11,33.35,-150.87,0,0
1084,2009-04-26,33.35,-150.87,0,0
1085,2009-08-31,33.35,-150.87,0,0
1086,2010-08-04,33.35,-150.87,0,0
1087,2010-12-21,33.35,-150.87,0,0
1088,2011-04-26,33.35,-150.87,0,0
1089,2011-10-04,33.35,-150.87,0,0
1090,2011-12-11,33.35,-150.87,0,0
1091,2003-12-19,39.9,-157.2,0,0
1092,2004-05-23,39.9,-157.2,0,0
1093,2004-12-15,39.9,-157.2,0,0
1094,2005-04-13,39.9,-157.2,0,0
1095,2005-10-27,39.9,-157.2,0,0
1096,2006-04-04,39.9,-157.2,0,0
1097,2006-11-30,39.9,-157.2,0,0
1098,2007-02-24,39.9,-157.2,0,0
1099,2007-07-09,39.9,-157.2,0,0
1100,2008-06-28,39.9,-157.2,0,0
1101,2008-12-06,39.9,-157.2,0,0
1102,2009-04-14,39.9,-157.2,0,0
1103,2009-08-08,39.9,-157.2,0,0
1104,2010-07-16,39.9,-157.2,0,0
1105,2010-12-12,39.9,-157.2,0,0
1106,2011-04-22,39.9,-157.2,0,0
1107,2011-08-07,39.9,-157.2,0,0
1108,2011-12-06,39.9,-157.2,0,0
1109,2012-04-21,39.9,-157.2,0,0
1110,2003-12-17,2.19,-135.73,0,0
1111,2004-12-13,2.19,-135.73,0,0
1112,2005-04-06,2.19,-135.73,0,0
1113,2005-10-24,2.19,-135.73,0,0
1114,2006-03-31,2.19,-135.73,0,0
1115,2006-11-16,2.19,-135.73,0,0
1116,2007-07-07,2.19,-135.73,0,0
1117,2008-02-20,2.19,-135.73,0,0
1118,2008-06-25,2.19,-135.73,0,0
1119,2008-12-03,2.19,-135.73,0,0
1120,2009-04-05,2.19,-135.73,0,0
1121,2009-08-05,2.19,-135.73,0,0
1122,2010-07-13,2.19,-135.73,0,0
1123,2010-12-09,2.19,-135.73,0,0
1124,2011-04-19,2.19,-135.73,0,0
1125,2011-07-26,2.19,-135.73,0,0
1126,2011-12-03,2.19,-135.73,0,0
1127,2012-04-14,2.19,-135.73,0,0
1128,2004-12-04,14.12,-157.12,0,0
1129,2005-03-28,14.12,-157.12,0,0
1130,2005-09-07,14.12,-157.12,0,0
1131,2006-02-19,14.12,-157.12,0,0
1132,2006-10-26,14.12,-157.12,0,0
1133,2007-04-08,14.12,-157.12,0,0
1134,2007-12-10,14.12,-157.12,0,0
1135,2008-06-07,14.12,-157.12,0,0
1136,2008-11-13,14.12,-157.12,0,0
1137,2009-03-18,14.12,-157.12,0,0
1138,2009-07-07,14.12,-157.12,0,0
1139,2010-06-10,14.12,-157.12,0,0
1140,2010-11-19,14.12,-157.12,0,0
1141,2011-04-10,14.12,-157.12,0,0
1142,2011-07-17,14.12,-157.12,0,0
1143,2011-11-19,14.12,-157.12,0,0
1144,2012-04-03,14.12,-157.12,0,0
1145,2012-07-29,14.12,-157.12,0,0
1146,2004-12-03,15.25,-157.55,0,0
1147,2005-03-11,15.25,-157.55,0,0
1148,2005-09-05,15.25,-157.55,0,0
1149,2006-02-17,15.25,-157.55,0,0
1150,2006-10-24,15.25,-157.55,0,0
1151,2007-04-03,15.25,-157.55,0,0
1152,2007-12-07,15.25,-157.55,0,0
1153,2008-06-04,15.25,-157.55,0,0
1154,2008-11-12,15.25,-157.55,0,0
1155,2009-03-11,15.25,-157.55,0,0
1156,2009-07-06,15.25,-157.55,0,0
1157,2010-06-06,15.25,-157.55,0,0
1158,2010-11-17,15.25,-157.55,0,0
1159,2011-04-10,15.25,-157.55,0,0
1160,2011-07-17,15.25,-157.55,0,0
1161,2011-11-18,15.25,-157.55,0,0
1162,2012-04-02,15.25,-157.55,0,0
1163,2012-07-27,15.25,-157.55,0,0
1164,2004-04-21,16.88,-159.15,0,0
1165,2004-11-30,16.88,-159.15,0,0
1166,2005-03-09,16.88,-159.15,0,0
1167,2005-08-23,16.88,-159.15,0,0
1168,2006-02-12,16.88,-159.15,0,0
1169,2006-10-20,16.88,-159.15,0,0
1170,2007-03-29,16.88,-159.15,0,0
1171,2007-12-02,16.88,-159.15,0,0
1172,2008-06-01,16.88,-159.15,0,0
1173,2008-11-09,16.88,-159.15,0,0
1174,2009-03-08,16.88,-159.15,0,0
1175,2009-07-04,16.88,-159.15,0,0
1176,2010-06-02,16.88,-159.15,0,0
1177,2010-11-03,16.88,-159.15,0,0
1178,2011-04-02,16.88,-159.15,0,0
1179,2011-07-14,16.88,-159.15,0,0
1180,2011-11-04,16.88,-159.15,0,0
1181,2012-03-31,16.88,-159.15,0,0
1182,2003-11-18,19.51,-144.23,0,0
1183,2004-11-01,19.51,-144.23,0,0
1184,2005-02-28,19.51,-144.23,0,0
1185,2005-07-17,19.51,-144.23,0,0
1186,2005-12-18,19.51,-144.23,0,0
1187,2006-07-24,19.51,-144.23,0,0
1188,2007-03-04,19.51,-144.23,0,0
1189,2007-10-31,19.51,-144.23,0,0
1190,2008-05-20,19.51,-144.23,0,0
1191,2008-10-29,19.51,-144.23,0,0
1192,2009-02-28,19.51,-144.23,0,0
1193,2009-06-26,19.51,-144.23,0,0
1194,2009-11-08,19.51,-144.23,0,0
1195,2010-10-24,19.51,-144.23,0,0
1196,2011-03-11,19.51,-144.23,0,0
1197,2011-07-05,19.51,-144.23,0,0
1198,2011-10-26,19.51,-144.23,0,0
1199,2012-02-22,19.51,-144.23,0,0
1200,2004-04-06,19.8,-143.03,0,0
1201,2004-10-31,19.8,-143.03,0,0
1202,2005-02-26,19.8,-143.03,0,0
1203,2005-07-17,19.8,-143.03,0,0
1204,2005-12-15,19.8,-143.03,0,0
1205,2006-07-16,19.8,-143.03,0,0
1206,2007-03-02,19.8,-143.03,0,0
1207,2007-10-29,19.8,-143.03,0,0
1208,2008-05-18,19.8,-143.03,0,0
1209,2008-10-26,19.8,-143.03,0,0
1210,2009-02-22,19.8,-143.03,0,0
1211,2009-06-05,19.8,-143.03,0,0
1212,2009-11-06,19.8,-143.03,0,0
1213,2010-10-23,19.8,-143.03,0,0
1214,2011-03-09,19.8,-143.03,0,0
1215,2011-06-08,19.8,-143.03,0,0
1216,2011-10-25,19.8,-143.03,0,0
1217,2012-02-21,19.8,-143.03,0,0
1218,2004-04-20,19.95,-156.16,0,0
1219,2004-11-18,19.95,-156.16,0,0
1220,2005-03-06,19.95,-156.16,0,0
1221,2005-08-21,19.95,-156.16,0,0
1222,2005-12-25,19.95,-156.16,0,0
1223,2006-10-18,19.95,-156.16,0,0
1224,2007-03-13,19.95,-156.16,0,0
1225,2007-11-28,19.95,-156.16,0,0
1226,2008-05-30,19.95,-156.16,0,0
1227,2008-11-04,19.95,-156.16,0,0
1228,2009-03-06,19.95,-156.16,0,0
1229,2009-07-02,19.95,-156.16,0,0
1230,2009-12-15,19.95,-156.16,0,0
1231,2010-11-01,19.95,-156.16,0,0
1232,2011-03-30,19.95,-156.16,0,0
1233,2011-07-11,19.95,-156.16,0,0
1234,2011-11-02,19.95,-156.16,0,0
1235,2012-03-08,19.95,-156.16,0,0
1236,2004-04-14,20.14,-148.94,0,0
1237,2004-11-04,20.14,-148.94,0,0
1238,2005-03-03,20.14,-148.94,0,0
1239,2005-07-20,20.14,-148.94,0,0
1240,2005-12-21,20.14,-148.94,0,0
1241,2006-08-21,20.14,-148.94,0,0
1242,2007-03-07,20.14,-148.94,0,0
1243,2007-11-25,20.14,-148.94,0,0
1244,2008-05-27,20.14,-148.94,0,0
1245,2008-10-31,20.14,-148.94,0,0
1246,2009-03-03,20.14,-148.94,0,0
1247,2009-06-29,20.14,-148.94,0,0
1248,2009-11-29,20.14,-148.94,0,0
1249,2010-10-27,20.14,-148.94,0,0
1250,2011-03-28,20.14,-148.94,0,0
1251,2011-07-09,20.14,-148.94,0,0
1252,2011-10-30,20.14,-148.94,0,0
1253,2012-02-28,20.14,-148.94,0,0
1254,2003-11-22,20.6,-154.81,0,0
1255,2004-11-05,20.6,-154.81,0,0
1256,2005-03-04,20.6,-154.81,0,0
1257,2005-07-22,20.6,-154.81,0,0
1258,2005-12-22,20.6,-154.81,0,0
1259,2006-08-22,20.6,-154.81,0,0
1260,2007-03-11,20.6,-154.81,0,0
1261,2007-11-26,20.6,-154.81,0,0
1262,2008-05-28,20.6,-154.81,0,0
1263,2008-11-02,20.6,-154.81,0,0
1264,2009-03-04,20.6,-154.81,0,0
1265,2009-06-30,20.6,-154.81,0,0
1266,2009-12-04,20.6,-154.81,0,0
1267,2010-10-28,20.6,-154.81,0,0
1268,2011-03-29,20.6,-154.81,0,0
1269,2011-07-09,20.6,-154.81,0,0
1270,2011-10-31,20.6,-154.81,0,0
1271,2012-03-04,20.6,-154.81,0,0
1272,2003-12-02,20.61,-155,0,0
1273,2004-11-07,20.61,-155,0,0
1274,2005-03-04,20.61,-155,0,0
1275,2005-07-23,20.61,-155,0,0
1276,2005-12-23,20.61,-155,0,0
1277,2006-10-14,20.61,-155,0,0
1278,2007-03-12,20.61,-155,0,0
1279,2007-11-27,20.61,-155,0,0
1280,2008-05-29,20.61,-155,0,0
1281,2008-11-03,20.61,-155,0,0
1282,2009-03-05,20.61,-155,0,0
1283,2009-07-01,20.61,-155,0,0
1284,2009-12-09,20.61,-155,0,0
1285,2010-10-29,20.61,-155,0,0
1286,2011-03-29,20.61,-155,0,0
1287,2011-07-10,20.61,-155,0,0
1288,2011-11-01,20.61,-155,0,0
1289,2012-03-05,20.61,-155,0,0
1290,2004-04-04,21.15,-142.77,0,0
1291,2004-10-29,21.15,-142.77,0,0
1292,2005-02-26,21.15,-142.77,0,0
1293,2005-07-16,21.15,-142.77,0,0
1294,2005-12-15,21.15,-142.77,0,0
1295,2006-07-14,21.15,-142.77,0,0
1296,2007-03-02,21.15,-142.77,0,0
1297,2007-10-28,21.15,-142.77,0,0
1298,2008-05-18,21.15,-142.77,0,0
1299,2008-10-26,21.15,-142.77,0,0
1300,2009-02-21,21.15,-142.77,0,0
1301,2009-06-04,21.15,-142.77,0,0
1302,2009-11-06,21.15,-142.77,0,0
1303,2010-10-22,21.15,-142.77,0,0
1304,2011-03-09,21.15,-142.77,0,0
1305,2011-06-07,21.15,-142.77,0,0
1306,2011-10-24,21.15,-142.77,0,0
1307,2012-02-20,21.15,-142.77,0,0
1308,2004-04-04,21.42,-142.07,0,0
1309,2004-10-29,21.42,-142.07,0,0
1310,2005-02-26,21.42,-142.07,0,0
1311,2005-07-15,21.42,-142.07,0,0
1312,2005-12-14,21.42,-142.07,0,0
1313,2006-07-14,21.42,-142.07,0,0
1314,2007-03-01,21.42,-142.07,0,0
1315,2007-10-27,21.42,-142.07,0,0
1316,2008-05-18,21.42,-142.07,0,0
1317,2008-10-25,21.42,-142.07,0,0
1318,2009-02-20,21.42,-142.07,0,0
1319,2009-06-02,21.42,-142.07,0,0
1320,2009-11-05,21.42,-142.07,0,0
1321,2010-10-22,21.42,-142.07,0,0
1322,2011-03-08,21.42,-142.07,0,0
1323,2011-06-07,21.42,-142.07,0,0
1324,2011-10-24,21.42,-142.07,0,0
1325,2012-02-20,21.42,-142.07,0,0
1326,2004-04-03,22.76,-141.69,0,0
1327,2004-10-28,22.76,-141.69,0,0
1328,2005-02-25,22.76,-141.69,0,0
1329,2005-07-14,22.76,-141.69,0,0
1330,2005-12-13,22.76,-141.69,0,0
1331,2006-07-11,22.76,-141.69,0,0
1332,2007-02-28,22.76,-141.69,0,0
1333,2007-10-25,22.76,-141.69,0,0
1334,2008-05-17,22.76,-141.69,0,0
1335,2008-10-24,22.76,-141.69,0,0
1336,2009-02-19,22.76,-141.69,0,0
1337,2009-06-01,22.76,-141.69,0,0
1338,2009-11-04,22.76,-141.69,0,0
1339,2010-10-21,22.76,-141.69,0,0
1340,2011-03-08,22.76,-141.69,0,0
1341,2011-06-06,22.76,-141.69,0,0
1342,2011-10-23,22.76,-141.69,0,0
1343,2012-02-14,22.76,-141.69,0,0
1344,2004-04-01,23.52,-141.63,0,0
1345,2004-10-27,23.52,-141.63,0,0
1346,2005-02-25,23.52,-141.63,0,0
1347,2005-07-14,23.52,-141.63,0,0
1348,2005-12-12,23.52,-141.63,0,0
1349,2006-07-10,23.52,-141.63,0,0
1350,2007-02-28,23.52,-141.63,0,0
1351,2007-10-21,23.52,-141.63,0,0
1352,2008-05-16,23.52,-141.63,0,0
1353,2008-10-23,23.52,-141.63,0,0
1354,2009-02-19,23.52,-141.63,0,0
1355,2009-05-31,23.52,-141.63,0,0
1356,2009-11-03,23.52,-141.63,0,0
1357,2010-10-20,23.52,-141.63,0,0
1358,2011-03-07,23.52,-141.63,0,0
1359,2011-06-05,23.52,-141.63,0,0
1360,2011-10-23,23.52,-141.63,0,0
1361,2012-02-13,23.52,-141.63,0,0
1362,2003-11-11,25.35,-141.11,0,0
1363,2004-10-26,25.35,-141.11,0,0
1364,2005-02-20,25.35,-141.11,0,0
1365,2005-07-13,25.35,-141.11,0,0
1366,2005-12-11,25.35,-141.11,0,0
1367,2006-06-06,25.35,-141.11,0,0
1368,2007-02-23,25.35,-141.11,0,0
1369,2007-10-18,25.35,-141.11,0,0
1370,2008-05-15,25.35,-141.11,0,0
1371,2008-10-22,25.35,-141.11,0,0
1372,2009-02-17,25.35,-141.11,0,0
1373,2009-05-29,25.35,-141.11,0,0
1374,2009-11-02,25.35,-141.11,0,0
1375,2010-10-18,25.35,-141.11,0,0
1376,2011-03-02,25.35,-141.11,0,0
1377,2011-06-04,25.35,-141.11,0,0
1378,2011-10-22,25.35,-141.11,0,0
1379,2012-02-11,25.35,-141.11,0,0
1380,2003-11-10,25.69,-141.14,0,0
1381,2004-10-25,25.69,-141.14,0,0
1382,2005-02-20,25.69,-141.14,0,0
1383,2005-07-12,25.69,-141.14,0,0
1384,2005-12-10,25.69,-141.14,0,0
1385,2006-06-06,25.69,-141.14,0,0
1386,2007-02-22,25.69,-141.14,0,0
1387,2007-10-17,25.69,-141.14,0,0
1388,2008-05-14,25.69,-141.14,0,0
1389,2008-10-21,25.69,-141.14,0,0
1390,2009-02-17,25.69,-141.14,0,0
1391,2009-05-29,25.69,-141.14,0,0
1392,2009-11-01,25.69,-141.14,0,0
1393,2010-10-18,25.69,-141.14,0,0
1394,2011-02-28,25.69,-141.14,0,0
1395,2011-06-04,25.69,-141.14,0,0
1396,2011-10-21,25.69,-141.14,0,0
1397,2012-02-11,25.69,-141.14,0,0
1398,2003-11-09,26.14,-143.12,0,0
1399,2004-10-24,26.14,-143.12,0,0
1400,2005-02-19,26.14,-143.12,0,0
1401,2005-07-12,26.14,-143.12,0,0
1402,2005-12-09,26.14,-143.12,0,0
1403,2006-06-05,26.14,-143.12,0,0
1404,2007-02-21,26.14,-143.12,0,0
1405,2007-08-31,26.14,-143.12,0,0
1406,2008-05-13,26.14,-143.12,0,0
1407,2008-10-20,26.14,-143.12,0,0
1408,2009-02-16,26.14,-143.12,0,0
1409,2009-05-28,26.14,-143.12,0,0
1410,2009-11-01,26.14,-143.12,0,0
1411,2010-10-17,26.14,-143.12,0,0
1412,2011-02-27,26.14,-143.12,0,0
1413,2011-06-02,26.14,-143.12,0,0
1414,2011-10-20,26.14,-143.12,0,0
1415,2012-02-10,26.14,-143.12,0,0
1416,2003-10-26,28.72,-140.03,0,0
1417,2004-08-17,28.72,-140.03,0,0
1418,2005-01-06,28.72,-140.03,0,0
1419,2005-05-20,28.72,-140.03,0,0
1420,2005-11-14,28.72,-140.03,0,0
1421,2006-05-14,28.72,-140.03,0,0
1422,2006-12-20,28.72,-140.03,0,0
1423,2007-07-25,28.72,-140.03,0,0
1424,2008-03-30,28.72,-140.03,0,0
1425,2008-07-10,28.72,-140.03,0,0
1426,2008-12-18,28.72,-140.03,0,0
1427,2009-05-15,28.72,-140.03,0,0
1428,2009-10-20,28.72,-140.03,0,0
1429,2010-10-07,28.72,-140.03,0,0
1430,2011-02-12,28.72,-140.03,0,0
1431,2011-05-13,28.72,-140.03,0,0
1432,2011-10-10,28.72,-140.03,0,0
1433,2011-12-20,28.72,-140.03,0,0
1434,2004-12-12,2.89,-137.24,771,0
1435,2004-12-09,7.43,-149.9,1620,0
1436,2004-12-08,8.38,-151.97,864,0
1437,2004-12-08,9.55,-155.93,1350,0
1438,2004-12-07,10.33,-156.71,540,0
1439,2004-12-06,11.09,-156.77,10799,0
1440,2004-12-06,11.44,-156.82,1080,0
1441,2004-12-06,12.52,-156.96,1800,0
1442,2004-12-05,12.95,-156.94,5400,0
1443,2004-12-05,13.69,-156.87,4646,0
1444,2004-12-04,14.71,-157.43,1800,0
1445,2004-12-02,16.13,-162,1620,0
1446,2001-11-17,16.28,-160.37,0,0
1447,2004-12-02,16.28,-160.37,0,0
1448,2005-03-10,16.28,-160.37,0,0
1449,2005-08-24,16.28,-160.37,0,0
1450,2006-02-13,16.28,-160.37,0,0
1451,2006-10-23,16.28,-160.37,0,0
1452,2007-03-31,16.28,-160.37,0,0
1453,2007-12-04,16.28,-160.37,0,0
1454,2008-06-02,16.28,-160.37,0,0
1455,2008-11-10,16.28,-160.37,0,0
1456,2009-03-09,16.28,-160.37,0,0
1457,2009-07-05,16.28,-160.37,0,0
1458,2010-06-04,16.28,-160.37,0,0
1459,2010-11-04,16.28,-160.37,0,0
1460,2011-04-03,16.28,-160.37,0,0
1461,2011-07-15,16.28,-160.37,0,0
1462,2012-03-31,16.28,-160.37,0,0
1463,2004-12-01,16.36,-159.94,4049,0
1464,2004-11-30,17.55,-158.31,2999,0
1465,2004-11-19,18.46,-157.58,2700,0
1466,2004-10-31,18.97,-143.47,2700,0
1467,2004-11-19,19.24,-156.55,0,0
1468,2005-03-07,19.24,-156.55,0,0
1469,2005-08-21,19.24,-156.55,0,0
1470,2005-12-25,19.24,-156.55,0,0
1471,2006-10-19,19.24,-156.55,0,0
1472,2007-03-14,19.24,-156.55,0,0
1473,2007-11-29,19.24,-156.55,0,0
1474,2008-05-31,19.24,-156.55,0,0
1475,2008-11-04,19.24,-156.55,0,0
