Label,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Cancer incidence,148702,152774,156673,159724,167580,169120,172249,176851,182142,186115,189174,194621,198468,201963,206959,213538,215808,218376,223136,227444,228575,234043,238162,241523,247237,255002,260593,264168
